tipo_impresion,material,cantidad,ancho_cm,alto_cm,tiempo_produccion_minutos,retraso_critico
Digital,Cartulina Hilo,272,21.0,29.7,28.32,0
Serigrafia,Cartón,458,40.0,50.0,282.55,0
Digital,Cartulina Hilo,845,21.0,29.7,80.12,1
Offset,Folkote,11516,70.0,100.0,126.12,0
Serigrafia,Plástico,148,40.0,50.0,136.75,1
Offset,Folkote,37268,70.0,100.0,251.9,0
Serigrafia,Tela,171,40.0,50.0,119.55,0
Digital,Cartulina Hilo,79,21.0,29.7,42.87,1
Serigrafia,Plástico,244,40.0,50.0,164.5,0
Offset,Couché 300g,14467,70.0,100.0,162.3,0
Plotter,Microperforado,23,129.72,311.99,1151.55,0
Offset,Couché 300g,11233,70.0,100.0,128.44,0
Plotter,Lona Banner,33,181.45,280.26,2043.05,0
Digital,Cartulina Hilo,717,21.0,29.7,49.79,0
Digital,Couché 150g,617,21.0,29.7,53.7,1
Offset,Folkote,22312,70.0,100.0,176.92,0
Serigrafia,Tela,206,40.0,50.0,143.7,0
Plotter,Microperforado,10,211.46,336.61,878.51,0
Offset,Bond 90g,29797,70.0,100.0,221.89,0
Plotter,Vinilo Adhesivo,11,127.8,354.7,612.1,0
Serigrafia,Plástico,165,40.0,50.0,140.22,0
Plotter,Vinilo Adhesivo,12,189.92,97.37,285.14,0
Digital,Couché 150g,715,21.0,29.7,61.73,1
Digital,Bond 80g,204,21.0,29.7,17.53,0
Offset,Bond 90g,19693,70.0,100.0,158.96,0
Serigrafia,Plástico,364,40.0,50.0,226.59,0
Digital,Bond 80g,987,21.0,29.7,62.56,0
Digital,Cartulina Hilo,534,21.0,29.7,47.56,0
Plotter,Vinilo Adhesivo,37,168.5,249.86,1910.01,0
Digital,Cartulina Hilo,835,21.0,29.7,51.35,0
Plotter,Lona Banner,48,243.38,491.05,6899.13,0
Digital,Bond 80g,538,21.0,29.7,69.23,1
Serigrafia,Tela,391,40.0,50.0,262.81,0
Serigrafia,Plástico,358,40.0,50.0,221.81,0
Serigrafia,Cartón,91,40.0,50.0,102.78,1
Offset,Folkote,10569,70.0,100.0,119.97,0
Offset,Folkote,1340,70.0,100.0,75.49,0
Offset,Bond 90g,44949,70.0,100.0,288.6,0
Plotter,Microperforado,11,189.43,206.27,553.24,0
Plotter,Microperforado,28,195.75,499.87,3320.93,0
Digital,Couché 150g,484,21.0,29.7,45.62,1
Offset,Couché 300g,40420,70.0,100.0,288.11,0
Plotter,Lona Banner,19,100.33,227.81,570.7,0
Serigrafia,Tela,333,40.0,50.0,216.05,0
Serigrafia,Cartón,423,40.0,50.0,264.11,0
Offset,Couché 300g,11238,70.0,100.0,133.85,0
Serigrafia,Tela,189,40.0,50.0,157.19,0
Offset,Couché 300g,11485,70.0,100.0,135.51,0
Serigrafia,Plástico,54,40.0,50.0,68.08,0
Offset,Bond 90g,26552,70.0,100.0,204.14,0
Digital,Couché 150g,573,21.0,29.7,73.33,1
Offset,Couché 300g,14893,70.0,100.0,148.22,0
Offset,Couché 300g,39635,70.0,100.0,261.45,0
Serigrafia,Plástico,357,40.0,50.0,226.05,0
Offset,Bond 90g,41697,70.0,100.0,293.94,0
Serigrafia,Tela,277,40.0,50.0,174.44,0
Digital,Bond 80g,265,21.0,29.7,31.71,1
Digital,Bond 80g,456,21.0,29.7,50.2,1
Digital,Cartulina Hilo,810,21.0,29.7,41.3,0
Digital,Bond 80g,548,21.0,29.7,62.96,1
Offset,Bond 90g,49077,70.0,100.0,322.62,0
Offset,Folkote,4802,70.0,100.0,110.95,1
Plotter,Microperforado,47,193.38,480.22,5264.29,0
Serigrafia,Tela,97,40.0,50.0,83.27,0
Offset,Couché 300g,41510,70.0,100.0,274.61,0
Offset,Couché 300g,49933,70.0,100.0,333.52,0
Plotter,Vinilo Adhesivo,22,221.93,375.22,2236.28,0
Serigrafia,Cartón,103,40.0,50.0,118.9,1
Offset,Couché 300g,1276,70.0,100.0,85.98,0
Offset,Bond 90g,18611,70.0,100.0,161.79,0
Offset,Folkote,21536,70.0,100.0,191.3,0
Digital,Couché 150g,783,21.0,29.7,73.68,1
Serigrafia,Cartón,376,40.0,50.0,238.13,0
Plotter,Microperforado,30,53.58,382.04,772.05,0
Plotter,Lona Banner,37,51.42,471.69,1113.98,0
Plotter,Lona Banner,9,241.53,430.66,1145.72,0
Digital,Bond 80g,314,21.0,29.7,42.82,1
Plotter,Lona Banner,34,69.41,233.39,684.23,0
Plotter,Microperforado,35,187.28,334.44,2659.22,0
Offset,Folkote,45716,70.0,100.0,296.42,0
Offset,Bond 90g,13449,70.0,100.0,145.61,0
Plotter,Vinilo Adhesivo,42,110.56,265.22,1512.29,0
Offset,Couché 300g,11350,70.0,100.0,124.19,0
Plotter,Microperforado,31,108.1,176.45,747.84,0
Plotter,Vinilo Adhesivo,29,195.81,429.0,2951.44,0
Offset,Bond 90g,16592,70.0,100.0,153.9,0
Digital,Bond 80g,330,21.0,29.7,27.67,0
Plotter,Vinilo Adhesivo,22,96.96,373.91,985.74,0
Plotter,Microperforado,36,206.2,82.3,773.99,0
Offset,Couché 300g,1159,70.0,100.0,55.56,0
Digital,Couché 150g,927,21.0,29.7,89.36,1
Digital,Bond 80g,102,21.0,29.7,32.47,1
Serigrafia,Cartón,240,40.0,50.0,178.7,0
Digital,Cartulina Hilo,309,21.0,29.7,44.37,1
Digital,Couché 150g,515,21.0,29.7,45.66,0
Digital,Couché 150g,61,21.0,29.7,10.0,0
Offset,Folkote,38713,70.0,100.0,268.28,0
Serigrafia,Cartón,297,40.0,50.0,188.26,0
Serigrafia,Tela,253,40.0,50.0,173.02,0
Serigrafia,Plástico,98,40.0,50.0,87.74,0
Serigrafia,Tela,145,40.0,50.0,117.65,0
Digital,Couché 150g,775,21.0,29.7,60.47,0
Offset,Couché 300g,15087,70.0,100.0,151.99,0
Offset,Bond 90g,23440,70.0,100.0,197.0,0
Serigrafia,Plástico,369,40.0,50.0,227.76,0
Digital,Couché 150g,206,21.0,29.7,37.15,1
Offset,Folkote,6793,70.0,100.0,98.44,0
Serigrafia,Tela,477,40.0,50.0,292.09,0
Offset,Couché 300g,26394,70.0,100.0,208.48,0
Serigrafia,Plástico,190,40.0,50.0,121.2,0
Serigrafia,Cartón,105,40.0,50.0,85.61,0
Digital,Bond 80g,740,21.0,29.7,64.65,1
Serigrafia,Plástico,267,40.0,50.0,172.67,0
Digital,Cartulina Hilo,974,21.0,29.7,89.39,1
Plotter,Vinilo Adhesivo,10,84.78,164.4,183.98,0
Serigrafia,Plástico,284,40.0,50.0,188.92,0
Offset,Folkote,25427,70.0,100.0,202.82,0
Offset,Bond 90g,34290,70.0,100.0,247.34,0
Offset,Bond 90g,10821,70.0,100.0,131.08,0
Serigrafia,Cartón,250,40.0,50.0,172.03,0
Digital,Cartulina Hilo,701,21.0,29.7,57.2,0
Plotter,Lona Banner,37,62.05,212.02,614.1,0
Offset,Couché 300g,23056,70.0,100.0,196.29,0
Offset,Couché 300g,2378,70.0,100.0,72.48,0
Serigrafia,Tela,276,40.0,50.0,180.91,0
Serigrafia,Cartón,285,40.0,50.0,189.7,0
Serigrafia,Cartón,149,40.0,50.0,106.24,0
Plotter,Lona Banner,31,229.91,217.02,1890.07,0
Digital,Cartulina Hilo,149,21.0,29.7,38.75,1
Offset,Couché 300g,11860,70.0,100.0,141.03,0
Digital,Cartulina Hilo,853,21.0,29.7,66.01,0
Plotter,Lona Banner,18,234.27,488.57,2503.69,0
Serigrafia,Cartón,359,40.0,50.0,221.1,0
Serigrafia,Plástico,487,40.0,50.0,280.42,0
Digital,Couché 150g,284,21.0,29.7,40.74,1
Serigrafia,Tela,276,40.0,50.0,193.02,0
Serigrafia,Plástico,103,40.0,50.0,101.67,0
Serigrafia,Cartón,187,40.0,50.0,129.24,0
Digital,Couché 150g,635,21.0,29.7,57.76,1
Serigrafia,Cartón,95,40.0,50.0,95.42,0
Offset,Couché 300g,37609,70.0,100.0,261.21,0
Digital,Cartulina Hilo,898,21.0,29.7,67.61,0
Digital,Bond 80g,970,21.0,29.7,63.56,0
Digital,Couché 150g,436,21.0,29.7,54.59,1
Offset,Folkote,37021,70.0,100.0,236.01,0
Plotter,Lona Banner,24,231.21,444.94,2991.76,0
Serigrafia,Cartón,370,40.0,50.0,225.11,0
Offset,Folkote,21307,70.0,100.0,164.57,0
Plotter,Lona Banner,17,180.32,489.21,1826.31,0
Serigrafia,Tela,332,40.0,50.0,203.37,0
Serigrafia,Plástico,224,40.0,50.0,158.36,0
Serigrafia,Cartón,271,40.0,50.0,169.23,0
Digital,Bond 80g,440,21.0,29.7,42.32,1
Serigrafia,Tela,273,40.0,50.0,191.31,0
Digital,Couché 150g,568,21.0,29.7,45.98,0
Digital,Couché 150g,805,21.0,29.7,74.81,1
Plotter,Lona Banner,16,124.95,340.91,867.04,0
Offset,Folkote,21936,70.0,100.0,197.3,0
Plotter,Vinilo Adhesivo,23,245.09,256.1,1764.2,0
Offset,Bond 90g,45245,70.0,100.0,304.35,0
Serigrafia,Plástico,275,40.0,50.0,184.0,0
Serigrafia,Tela,461,40.0,50.0,268.43,0
Serigrafia,Cartón,477,40.0,50.0,283.07,0
Plotter,Microperforado,26,195.55,495.59,3055.61,0
Plotter,Vinilo Adhesivo,20,186.12,483.25,2172.67,0
Serigrafia,Cartón,77,40.0,50.0,76.79,0
Plotter,Vinilo Adhesivo,26,98.96,113.36,386.3,0
Serigrafia,Tela,75,40.0,50.0,77.9,0
Plotter,Lona Banner,19,86.74,415.01,859.4,0
Offset,Bond 90g,14379,70.0,100.0,162.7,0
Digital,Couché 150g,540,21.0,29.7,41.85,0
Digital,Cartulina Hilo,882,21.0,29.7,75.49,1
Serigrafia,Cartón,265,40.0,50.0,175.13,0
Plotter,Vinilo Adhesivo,47,65.16,360.5,1359.29,0
Digital,Bond 80g,645,21.0,29.7,59.23,1
Plotter,Microperforado,41,161.92,110.42,910.06,0
Serigrafia,Tela,64,40.0,50.0,82.85,1
Serigrafia,Tela,273,40.0,50.0,201.74,0
Serigrafia,Tela,439,40.0,50.0,264.57,0
Plotter,Vinilo Adhesivo,38,282.17,392.38,5065.63,0
Offset,Bond 90g,45254,70.0,100.0,303.19,0
Offset,Couché 300g,2757,70.0,100.0,99.66,1
Plotter,Microperforado,8,102.3,72.49,103.01,0
Serigrafia,Tela,210,40.0,50.0,126.24,0
Digital,Cartulina Hilo,541,21.0,29.7,58.03,1
Plotter,Microperforado,6,77.22,336.44,191.16,0
Plotter,Vinilo Adhesivo,26,180.63,148.6,867.01,0
Plotter,Microperforado,37,159.25,317.1,2274.02,0
Plotter,Vinilo Adhesivo,26,53.55,423.23,730.46,0
Digital,Cartulina Hilo,846,21.0,29.7,67.57,0
Offset,Couché 300g,6366,70.0,100.0,112.55,0
Serigrafia,Cartón,57,40.0,50.0,72.65,0
Offset,Couché 300g,37191,70.0,100.0,248.52,0
Serigrafia,Cartón,143,40.0,50.0,130.42,0
Serigrafia,Tela,236,40.0,50.0,174.75,0
Plotter,Vinilo Adhesivo,20,191.27,397.23,1850.37,0
Serigrafia,Tela,123,40.0,50.0,106.49,0
Plotter,Lona Banner,36,139.26,466.79,2844.44,0
Serigrafia,Tela,265,40.0,50.0,164.81,0
Plotter,Microperforado,42,130.42,431.62,2862.35,0
Plotter,Microperforado,37,111.45,231.24,1176.96,0
Digital,Bond 80g,925,21.0,29.7,63.29,0
Offset,Bond 90g,24816,70.0,100.0,202.47,0
Digital,Bond 80g,487,21.0,29.7,56.79,1
Offset,Couché 300g,3176,70.0,100.0,89.07,0
Offset,Folkote,21127,70.0,100.0,151.62,0
Offset,Folkote,29482,70.0,100.0,242.41,0
Digital,Couché 150g,453,21.0,29.7,50.13,1
Serigrafia,Cartón,162,40.0,50.0,127.5,0
Plotter,Lona Banner,39,194.28,210.7,1938.95,0
Plotter,Lona Banner,20,193.46,237.02,1138.41,0
Digital,Bond 80g,163,21.0,29.7,38.02,1
Digital,Bond 80g,950,21.0,29.7,79.08,1
Serigrafia,Plástico,427,40.0,50.0,247.65,0
Offset,Couché 300g,13996,70.0,100.0,152.06,0
Plotter,Microperforado,11,190.83,242.38,649.8,0
Plotter,Lona Banner,45,138.26,452.34,3402.53,0
Serigrafia,Tela,376,40.0,50.0,229.84,0
Plotter,Microperforado,14,245.09,264.35,1129.51,0
Serigrafia,Tela,448,40.0,50.0,254.81,0
Offset,Couché 300g,40464,70.0,100.0,279.46,0
Digital,Couché 150g,417,21.0,29.7,54.72,1
Digital,Bond 80g,973,21.0,29.7,69.44,0
Serigrafia,Cartón,373,40.0,50.0,238.27,0
Plotter,Vinilo Adhesivo,1,152.35,414.9,102.2,0
Serigrafia,Plástico,89,40.0,50.0,82.97,0
Serigrafia,Plástico,53,40.0,50.0,83.63,1
Serigrafia,Tela,372,40.0,50.0,201.75,0
Plotter,Microperforado,23,282.75,226.32,1808.68,0
Digital,Couché 150g,230,21.0,29.7,43.4,1
Serigrafia,Tela,406,40.0,50.0,222.42,0
Serigrafia,Plástico,362,40.0,50.0,215.13,0
Plotter,Microperforado,3,270.68,73.36,90.62,0
Serigrafia,Plástico,381,40.0,50.0,242.29,0
Digital,Couché 150g,800,21.0,29.7,53.51,0
Serigrafia,Tela,218,40.0,50.0,151.48,0
Plotter,Lona Banner,30,131.32,370.68,1793.78,0
Plotter,Microperforado,27,117.86,106.41,422.58,0
Serigrafia,Tela,71,40.0,50.0,75.86,0
Offset,Couché 300g,29884,70.0,100.0,212.7,0
Serigrafia,Plástico,321,40.0,50.0,206.92,0
Digital,Cartulina Hilo,620,21.0,29.7,70.97,1
Plotter,Microperforado,32,91.83,401.28,1440.0,0
Digital,Cartulina Hilo,570,21.0,29.7,61.25,1
Plotter,Vinilo Adhesivo,22,116.33,320.7,1000.96,0
Offset,Couché 300g,23963,70.0,100.0,185.57,0
Offset,Folkote,12108,70.0,100.0,138.84,0
Digital,Couché 150g,151,21.0,29.7,39.68,1
Digital,Cartulina Hilo,612,21.0,29.7,65.2,1
Offset,Folkote,13067,70.0,100.0,139.85,0
Offset,Bond 90g,21583,70.0,100.0,187.4,0
Offset,Folkote,21238,70.0,100.0,177.98,0
Digital,Bond 80g,50,21.0,29.7,45.45,1
Digital,Cartulina Hilo,456,21.0,29.7,45.75,1
Serigrafia,Cartón,218,40.0,50.0,153.32,0
Offset,Couché 300g,19908,70.0,100.0,170.86,0
Serigrafia,Cartón,389,40.0,50.0,234.9,0
Digital,Couché 150g,357,21.0,29.7,50.22,1
Serigrafia,Cartón,158,40.0,50.0,135.41,0
Digital,Cartulina Hilo,232,21.0,29.7,17.8,0
Digital,Bond 80g,523,21.0,29.7,56.08,1
Plotter,Microperforado,15,176.67,224.26,739.15,0
Serigrafia,Cartón,127,40.0,50.0,111.5,0
Offset,Folkote,44833,70.0,100.0,309.92,0
Serigrafia,Tela,296,40.0,50.0,196.63,0
Plotter,Lona Banner,4,189.75,275.49,283.97,0
Plotter,Vinilo Adhesivo,40,62.92,277.16,885.45,0
Offset,Bond 90g,40194,70.0,100.0,265.6,0
Digital,Couché 150g,289,21.0,29.7,38.97,1
Plotter,Microperforado,35,288.12,152.03,1871.54,0
Digital,Bond 80g,144,21.0,29.7,34.5,1
Serigrafia,Tela,477,40.0,50.0,290.43,0
Serigrafia,Tela,420,40.0,50.0,251.08,0
Digital,Bond 80g,362,21.0,29.7,36.61,1
Plotter,Microperforado,3,262.67,491.86,502.83,0
Offset,Bond 90g,12442,70.0,100.0,137.91,0
Offset,Folkote,20581,70.0,100.0,171.51,0
Digital,Cartulina Hilo,614,21.0,29.7,45.41,0
Digital,Bond 80g,450,21.0,29.7,33.97,0
Serigrafia,Cartón,439,40.0,50.0,276.68,0
Plotter,Lona Banner,14,201.38,161.21,566.71,0
Offset,Folkote,20488,70.0,100.0,172.08,0
Plotter,Microperforado,19,219.39,82.45,425.34,0
Digital,Bond 80g,608,21.0,29.7,57.05,1
Plotter,Microperforado,20,217.87,334.53,1778.79,0
Serigrafia,Plástico,63,40.0,50.0,83.21,1
Offset,Bond 90g,38623,70.0,100.0,274.73,0
Serigrafia,Plástico,453,40.0,50.0,261.86,0
Digital,Cartulina Hilo,763,21.0,29.7,53.58,0
Serigrafia,Cartón,410,40.0,50.0,236.72,0
Serigrafia,Cartón,55,40.0,50.0,73.27,0
Serigrafia,Cartón,107,40.0,50.0,96.2,0
Offset,Couché 300g,2988,70.0,100.0,80.7,0
Plotter,Microperforado,18,226.14,240.23,1192.33,0
Offset,Couché 300g,40930,70.0,100.0,263.04,0
Plotter,Vinilo Adhesivo,3,101.33,267.37,118.32,0
Serigrafia,Cartón,123,40.0,50.0,96.46,0
Offset,Couché 300g,23693,70.0,100.0,194.34,0
Plotter,Microperforado,39,93.03,466.48,2064.89,0
Offset,Bond 90g,23547,70.0,100.0,187.27,0
Offset,Folkote,30267,70.0,100.0,223.62,0
Serigrafia,Tela,416,40.0,50.0,273.46,0
Digital,Couché 150g,967,21.0,29.7,81.06,1
Digital,Cartulina Hilo,884,21.0,29.7,79.28,1
Digital,Cartulina Hilo,122,21.0,29.7,11.04,0
Digital,Cartulina Hilo,530,21.0,29.7,60.06,1
Offset,Folkote,37963,70.0,100.0,282.45,0
Plotter,Microperforado,2,266.52,476.03,332.35,0
Serigrafia,Cartón,327,40.0,50.0,211.27,0
Offset,Folkote,28491,70.0,100.0,227.93,0
Plotter,Vinilo Adhesivo,28,206.87,223.53,1595.4,0
Offset,Folkote,14318,70.0,100.0,143.32,0
Plotter,Vinilo Adhesivo,1,105.12,376.58,61.27,0
Digital,Couché 150g,95,21.0,29.7,35.4,1
Plotter,Microperforado,48,216.25,274.12,3434.2,0
Digital,Cartulina Hilo,844,21.0,29.7,58.56,0
Plotter,Lona Banner,21,278.64,245.31,1751.07,0
Plotter,Microperforado,15,254.31,280.73,1317.7,0
Serigrafia,Plástico,90,40.0,50.0,74.76,0
Serigrafia,Plástico,219,40.0,50.0,144.92,0
Digital,Bond 80g,88,21.0,29.7,35.9,1
Offset,Couché 300g,25944,70.0,100.0,194.99,0
Serigrafia,Plástico,367,40.0,50.0,209.73,0
Serigrafia,Cartón,363,40.0,50.0,242.46,0
Offset,Folkote,35397,70.0,100.0,268.33,0
Offset,Bond 90g,27249,70.0,100.0,208.54,0
Offset,Bond 90g,6283,70.0,100.0,115.34,0
Digital,Bond 80g,492,21.0,29.7,58.77,1
Offset,Couché 300g,11626,70.0,100.0,126.2,0
Digital,Couché 150g,919,21.0,29.7,79.64,1
Plotter,Vinilo Adhesivo,46,122.87,396.83,2730.46,0
Serigrafia,Cartón,258,40.0,50.0,175.54,0
Digital,Couché 150g,906,21.0,29.7,77.96,1
Offset,Couché 300g,17678,70.0,100.0,155.53,0
Offset,Folkote,27293,70.0,100.0,197.65,0
Plotter,Vinilo Adhesivo,37,216.62,404.32,3940.1,0
Serigrafia,Tela,412,40.0,50.0,243.49,0
Serigrafia,Cartón,172,40.0,50.0,124.94,0
Offset,Bond 90g,44427,70.0,100.0,314.33,0
Plotter,Lona Banner,43,284.07,78.8,1179.6,0
Offset,Folkote,47218,70.0,100.0,319.69,0
Plotter,Microperforado,13,125.26,276.18,569.55,0
Plotter,Vinilo Adhesivo,4,102.51,176.47,109.93,0
Serigrafia,Cartón,52,40.0,50.0,88.49,1
Offset,Folkote,2637,70.0,100.0,78.0,0
Plotter,Microperforado,38,77.97,282.39,1042.58,0
Serigrafia,Cartón,352,40.0,50.0,230.58,0
Offset,Couché 300g,16954,70.0,100.0,156.46,0
Digital,Couché 150g,245,21.0,29.7,31.13,1
Digital,Couché 150g,189,21.0,29.7,35.45,1
Plotter,Microperforado,23,113.72,384.14,1219.09,0
Plotter,Lona Banner,24,247.32,188.51,1361.27,0
Offset,Couché 300g,16721,70.0,100.0,144.97,0
Serigrafia,Tela,363,40.0,50.0,224.2,0
Serigrafia,Tela,158,40.0,50.0,115.49,0
Offset,Bond 90g,19978,70.0,100.0,177.97,0
Plotter,Vinilo Adhesivo,5,219.24,427.06,570.19,0
Serigrafia,Cartón,463,40.0,50.0,297.07,0
Digital,Couché 150g,334,21.0,29.7,30.39,0
Offset,Couché 300g,28886,70.0,100.0,209.55,0
Serigrafia,Tela,95,40.0,50.0,97.85,0
Plotter,Vinilo Adhesivo,47,172.34,243.32,2401.35,0
Plotter,Lona Banner,37,233.1,281.72,2949.81,0
Offset,Bond 90g,5757,70.0,100.0,83.17,0
Plotter,Microperforado,43,233.1,446.75,5409.06,0
Plotter,Microperforado,10,208.66,311.96,808.59,0
Offset,Folkote,27829,70.0,100.0,210.77,0
Serigrafia,Cartón,216,40.0,50.0,151.54,0
Digital,Bond 80g,196,21.0,29.7,28.87,1
Plotter,Microperforado,15,237.35,307.36,1342.73,0
Offset,Couché 300g,20744,70.0,100.0,180.94,0
Digital,Couché 150g,530,21.0,29.7,70.21,1
Plotter,Microperforado,47,238.4,141.65,1938.48,0
Offset,Bond 90g,31049,70.0,100.0,240.4,0
Serigrafia,Tela,467,40.0,50.0,276.09,0
Serigrafia,Tela,142,40.0,50.0,105.86,0
Offset,Folkote,6552,70.0,100.0,108.62,0
Digital,Bond 80g,294,21.0,29.7,36.34,1
Offset,Bond 90g,20071,70.0,100.0,167.46,0
Plotter,Lona Banner,24,223.02,142.81,955.87,0
Plotter,Vinilo Adhesivo,7,243.25,478.15,1004.64,0
Offset,Bond 90g,1192,70.0,100.0,80.5,0
Serigrafia,Tela,256,40.0,50.0,165.35,0
Digital,Bond 80g,590,21.0,29.7,69.14,1
Serigrafia,Cartón,429,40.0,50.0,269.47,0
Offset,Bond 90g,10359,70.0,100.0,139.24,0
Offset,Bond 90g,34272,70.0,100.0,247.68,0
Serigrafia,Plástico,135,40.0,50.0,111.97,0
Digital,Bond 80g,996,21.0,29.7,87.04,1
Serigrafia,Plástico,167,40.0,50.0,126.11,0
Offset,Couché 300g,5434,70.0,100.0,116.47,1
Offset,Couché 300g,38825,70.0,100.0,264.97,0
Offset,Folkote,5234,70.0,100.0,75.87,0
Plotter,Lona Banner,46,146.96,411.59,3368.41,0
Digital,Couché 150g,785,21.0,29.7,64.83,1
Serigrafia,Plástico,185,40.0,50.0,134.74,0
Serigrafia,Cartón,234,40.0,50.0,171.41,0
Offset,Folkote,39759,70.0,100.0,267.73,0
Serigrafia,Tela,371,40.0,50.0,232.61,0
Serigrafia,Tela,382,40.0,50.0,233.05,0
Plotter,Microperforado,29,189.76,194.52,1328.06,0
Plotter,Lona Banner,19,67.5,378.16,627.45,0
Offset,Couché 300g,23010,70.0,100.0,198.16,0
Digital,Bond 80g,621,21.0,29.7,65.02,1
Serigrafia,Cartón,156,40.0,50.0,135.75,0
Plotter,Lona Banner,32,52.09,147.95,323.85,0
Plotter,Vinilo Adhesivo,28,208.0,92.92,700.47,0
Digital,Bond 80g,553,21.0,29.7,45.31,0
Serigrafia,Cartón,185,40.0,50.0,138.32,0
Digital,Couché 150g,250,21.0,29.7,51.47,1
Plotter,Lona Banner,45,137.55,354.86,2669.98,0
Offset,Couché 300g,12763,70.0,100.0,142.91,0
Offset,Bond 90g,25255,70.0,100.0,192.66,0
Digital,Cartulina Hilo,93,21.0,29.7,22.44,1
Digital,Bond 80g,314,21.0,29.7,45.99,1
Serigrafia,Tela,432,40.0,50.0,263.97,0
Offset,Folkote,44408,70.0,100.0,301.67,0
Offset,Folkote,29047,70.0,100.0,225.65,0
Serigrafia,Tela,113,40.0,50.0,115.92,1
Serigrafia,Cartón,395,40.0,50.0,244.41,0
Serigrafia,Tela,111,40.0,50.0,109.91,0
Digital,Bond 80g,987,21.0,29.7,66.86,0
Digital,Bond 80g,316,21.0,29.7,23.8,0
Serigrafia,Tela,103,40.0,50.0,110.19,1
Digital,Bond 80g,874,21.0,29.7,51.09,0
Serigrafia,Tela,89,40.0,50.0,99.84,1
Offset,Couché 300g,11973,70.0,100.0,137.72,0
Digital,Cartulina Hilo,765,21.0,29.7,72.68,1
Plotter,Lona Banner,16,69.24,363.27,521.56,0
Digital,Bond 80g,445,21.0,29.7,29.07,0
Offset,Bond 90g,8485,70.0,100.0,96.69,0
Digital,Cartulina Hilo,785,21.0,29.7,79.76,1
Offset,Couché 300g,11744,70.0,100.0,112.06,0
Plotter,Lona Banner,47,209.19,386.7,4594.07,0
Plotter,Vinilo Adhesivo,32,97.73,362.59,1375.44,0
Offset,Folkote,49908,70.0,100.0,334.93,0
Offset,Couché 300g,49564,70.0,100.0,327.79,0
Serigrafia,Tela,256,40.0,50.0,180.13,0
Serigrafia,Cartón,375,40.0,50.0,240.1,0
Plotter,Vinilo Adhesivo,24,72.1,364.53,776.81,0
Digital,Couché 150g,818,21.0,29.7,46.27,0
Digital,Cartulina Hilo,726,21.0,29.7,57.97,0
Digital,Cartulina Hilo,566,21.0,29.7,58.22,1
Plotter,Microperforado,46,216.71,195.36,2373.73,0
Serigrafia,Plástico,153,40.0,50.0,118.58,0
Digital,Bond 80g,126,21.0,29.7,34.65,1
Digital,Cartulina Hilo,380,21.0,29.7,47.16,1
Digital,Cartulina Hilo,231,21.0,29.7,61.04,1
Plotter,Vinilo Adhesivo,16,152.8,108.54,336.65,0
Offset,Folkote,47067,70.0,100.0,308.43,0
Serigrafia,Cartón,353,40.0,50.0,221.13,0
Offset,Couché 300g,7644,70.0,100.0,119.44,0
Serigrafia,Tela,405,40.0,50.0,260.79,0
Plotter,Lona Banner,32,83.16,280.24,907.39,0
Serigrafia,Plástico,388,40.0,50.0,223.72,0
Serigrafia,Cartón,74,40.0,50.0,83.94,0
Plotter,Vinilo Adhesivo,19,160.57,368.33,1372.45,0
Serigrafia,Cartón,476,40.0,50.0,299.52,0
Serigrafia,Cartón,392,40.0,50.0,259.74,0
Plotter,Lona Banner,24,144.78,217.17,950.7,0
Offset,Folkote,5996,70.0,100.0,118.49,1
Digital,Couché 150g,612,21.0,29.7,52.59,0
Offset,Couché 300g,31453,70.0,100.0,202.98,0
Offset,Bond 90g,6232,70.0,100.0,113.18,0
Digital,Bond 80g,63,21.0,29.7,27.53,1
Offset,Bond 90g,15026,70.0,100.0,159.51,0
Serigrafia,Plástico,425,40.0,50.0,253.95,0
Digital,Cartulina Hilo,520,21.0,29.7,53.02,1
Offset,Couché 300g,37182,70.0,100.0,267.43,0
Serigrafia,Plástico,474,40.0,50.0,283.78,0
Serigrafia,Cartón,231,40.0,50.0,161.04,0
Digital,Bond 80g,507,21.0,29.7,66.43,1
Serigrafia,Tela,376,40.0,50.0,236.55,0
Offset,Couché 300g,40104,70.0,100.0,281.15,0
Plotter,Lona Banner,22,194.93,253.81,1327.36,0
Offset,Folkote,22133,70.0,100.0,187.36,0
Plotter,Vinilo Adhesivo,33,202.42,364.84,2950.53,0
Serigrafia,Tela,317,40.0,50.0,222.56,0
Offset,Couché 300g,48269,70.0,100.0,311.71,0
Offset,Folkote,3690,70.0,100.0,97.84,0
Digital,Bond 80g,62,21.0,29.7,29.44,1
Offset,Bond 90g,20404,70.0,100.0,188.86,0
Offset,Folkote,24989,70.0,100.0,202.94,0
Plotter,Lona Banner,26,235.14,92.71,726.43,0
Digital,Couché 150g,78,21.0,29.7,36.46,1
Serigrafia,Plástico,345,40.0,50.0,219.14,0
Digital,Cartulina Hilo,389,21.0,29.7,43.39,1
Serigrafia,Tela,165,40.0,50.0,135.6,0
Offset,Bond 90g,23250,70.0,100.0,180.47,0
Serigrafia,Cartón,56,40.0,50.0,77.42,1
Offset,Folkote,41150,70.0,100.0,280.76,0
Serigrafia,Cartón,137,40.0,50.0,107.47,0
Offset,Bond 90g,17848,70.0,100.0,157.87,0
Offset,Bond 90g,47830,70.0,100.0,330.4,0
Digital,Couché 150g,256,21.0,29.7,51.88,1
Plotter,Lona Banner,31,243.98,107.57,998.12,0
